"partid","location","gamble_lab","domain","gamble_ind","samples","switches","swrate","A_mean","A_var","B_mean","B_var","rare_n","rt_sample","rt_decision","H","Hexp","R","Rexp","decision"
"68039101","Basel","he04_3","loss",1,10,2,0.22,-3,0,0,0,0,1432,4041,0,1,1,NA,"B"
"68039101","Basel","he04_4","loss",2,9,2,0.25,-3,0,-4,0,0,1567,1260,1,1,0,NA,"A"
"68039101","Basel","he04_6inv","loss",3,8,6,0.86,-2,3,0,0,0,1327,1022,0,1,1,0,"B"
"68039101","Basel","he04_6","gain",4,7,6,1,0,0,0.75,2.25,0,1288,1034,0,1,0,1,"B"
"68039101","Basel","he04_2","gain",5,38,23,0.62,0.4,1.52,0.67,1.65,2,1142,587,0,1,0,1,"B"
"68039101","Basel","he04_5","gain",6,21,1,0.05,2.91,93.09,3,0,1,1542,1372,0,1,0,0,"B"
"68039101","Basel","he04_2inv","loss",7,26,2,0.08,-0.23,0.69,-1.54,4.1,5,1165,686,1,1,0,0,"A"
"68039101","Basel","he04_1","gain",8,19,1,0.06,2.55,4.07,3,0,4,1104,745,0,1,0,0,"B"
"68039201","Basel","he04_3","loss",1,24,1,0.04,-3,0,-3.2,102.4,1,1075,1004,0,0,1,1,"B"
"68039201","Basel","he04_6inv","loss",2,20,1,0.05,-0.33,1,0,0,0,1021,585,0,1,1,0,"B"
"68039201","Basel","he04_6","gain",3,20,19,1,0,0,0,0,0,1082,470,0,NA,0,NA,"B"
"68039201","Basel","he04_2","gain",4,16,15,1,0,0,0.75,1.93,0,1041,568,0,1,0,1,"B"
"68039201","Basel","he04_5","gain",5,12,11,1,10.67,273.07,3,0,2,1077,1463,1,1,1,1,"A"
"68039201","Basel","he04_2inv","loss",6,10,9,1,-1.2,2.7,0,0,0,1083,399,0,1,1,0,"B"
"68039201","Basel","he04_1","gain",7,13,12,1,3.33,2.67,3,0,1,1095,397,0,0,0,0,"B"
"68039201","Basel","he04_4","loss",8,14,13,1,-3,0,-4,0,0,1077,431,1,1,0,NA,"A"
"68039301","Basel","he04_2inv","loss",1,3,1,0.5,0,NA,0,0,0,2450,3502,1,NA,0,NA,"A"
"68039301","Basel","he04_6inv","loss",2,4,1,0.33,0,0,0,0,0,883,585,1,NA,0,NA,"A"
"68039301","Basel","he04_2","gain",3,1,NA,NA,0,NA,NA,NA,0,838,922,1,NA,1,NA,"A"
"68039301","Basel","he04_5","gain",4,3,0,0,0,0,NA,NA,0,1069,374,0,NA,0,NA,"B"
"68039301","Basel","he04_6","gain",5,0,NA,NA,NA,NA,NA,NA,0,0,327,1,NA,1,NA,"A"
"68039301","Basel","he04_4","loss",6,1,NA,NA,-3,NA,NA,NA,0,494,4981,0,NA,1,NA,"B"
"68039301","Basel","he04_3","loss",7,3,2,1,-3,NA,0,0,0,879,398,0,1,1,NA,"B"
"68039301","Basel","he04_1","gain",8,2,1,1,4,NA,3,NA,0,1570,373,1,1,1,NA,"A"
"68039401","Basel","he04_1","gain",1,27,23,0.88,3.08,3.08,3,0,3,1715,6716,1,1,1,1,"A"
"68039401","Basel","he04_4","loss",2,15,14,1,-3,0,-2.86,3.81,2,1312,943,1,0,0,0,"A"
"68039401","Basel","he04_6inv","loss",3,11,10,1,-0.6,1.8,0,0,0,1113,765,0,1,1,0,"B"
"68039401","Basel","he04_2","gain",4,9,8,1,0,0,1.8,2.7,0,1202,743,0,1,0,1,"B"
"68039401","Basel","he04_6","gain",5,22,21,1,0,0,0.55,1.47,0,1177,899,0,1,0,1,"B"
"68039401","Basel","he04_2inv","loss",6,19,18,1,-0.9,2.1,-0.89,3.11,2,1193,638,1,0,0,0,"A"
"68039401","Basel","he04_5","gain",7,19,18,1,3.56,113.78,3,0,1,1221,1248,1,1,1,1,"A"
"68039401","Basel","he04_3","loss",8,21,20,1,-3,0,-3.2,102.4,1,1084,603,1,1,0,0,"A"
"68039501","Basel","he04_2","gain",1,40,2,0.05,0.46,1.7,1.29,2.37,3,1473,1017,0,1,0,1,"B"
"68039501","Basel","he04_6inv","loss",2,46,2,0.04,-0.39,1.07,0,0,0,1498,962,0,1,1,0,"B"
"68039501","Basel","he04_6","gain",3,41,1,0.02,0,0,1.4,2.4,0,1382,973,0,1,0,1,"B"
"68039501","Basel","he04_5","gain",4,64,2,0.03,4.57,128.45,3,0,6,1520,929,0,0,0,0,"B"
"68039501","Basel","he04_2inv","loss",5,57,1,0.02,-0.56,1.41,-0.93,2.96,7,1592,679,1,1,0,0,"A"
"68039501","Basel","he04_1","gain",6,47,1,0.02,3.08,2.95,3,0,6,1509,762,0,0,0,0,"B"
"68039501","Basel","he04_4","loss",7,45,1,0.02,-3,0,-3,3.13,6,1455,839,0,NA,1,1,"B"
"68039501","Basel","he04_3","loss",8,48,1,0.02,-3,0,-4.17,121.42,3,1309,959,0,0,1,1,"B"
"68039601","Basel","he04_3","loss",1,20,12,0.63,-3,0,-5.33,155.15,2,1549,4322,0,0,1,1,"B"
"68039601","Basel","he04_6","gain",2,46,8,0.18,2.91,88.66,0.88,1.94,2,1230,2241,0,0,0,0,"B"
"68039601","Basel","he04_2inv","loss",3,63,7,0.11,-0.88,1.93,-0.83,2.72,6,1273,952,1,0,0,0,"A"
"68039601","Basel","he04_6inv","loss",4,29,13,0.46,-2,2.14,0,0,0,1184,405,0,1,1,0,"B"
"68039601","Basel","he04_4","loss",5,32,6,0.19,-3,0,-2.93,3.35,4,1194,1426,0,1,1,1,"B"
"68039601","Basel","he04_5","gain",6,7,6,1,0,0,3,0,0,1200,695,0,1,0,NA,"B"
"68039601","Basel","he04_1","gain",7,11,10,1,2,4.8,3,0,3,1199,464,1,0,1,1,"A"
"68039601","Basel","he04_2","gain",8,21,7,0.35,1.5,4.29,0.23,0.69,3,1247,400,1,1,1,1,"A"
"68039701","Basel","he04_5","gain",1,9,8,1,0,0,3,0,0,1165,941,0,1,0,NA,"B"
"68039701","Basel","he04_6","gain",2,11,10,1,0,0,0.6,1.8,0,1117,1046,0,1,0,1,"B"
"68039701","Basel","he04_6inv","loss",3,10,9,1,0,0,0,0,0,1146,740,0,NA,1,NA,"B"
"68039701","Basel","he04_2","gain",4,10,9,1,2.4,4.8,2.4,1.8,3,1162,672,0,NA,0,0,"B"
"68039701","Basel","he04_1","gain",5,9,8,1,3,4,3,0,1,964,899,0,NA,0,0,"B"
"68039701","Basel","he04_3","loss",6,9,8,1,-3,0,-8,256,1,1046,2202,1,1,0,0,"A"
"68039701","Basel","he04_4","loss",7,9,8,1,-3,0,-2.4,4.8,2,975,1150,0,1,1,1,"B"
"68039701","Basel","he04_2inv","loss",8,10,9,1,-1.2,2.7,-0.8,3.2,1,954,718,0,1,1,1,"B"
"68039801","Basel","he04_1","gain",1,66,3,0.05,3.59,1.54,3,0,3,1312,1500,0,0,0,0,"B"
"68039801","Basel","he04_4","loss",2,64,2,0.03,-3,0,-3,3.09,9,1293,1437,1,NA,0,0,"A"
"68039801","Basel","he04_6inv","loss",3,62,2,0.03,-0.52,1.33,-0.97,31.03,1,1292,767,1,1,0,0,"A"
"68039801","Basel","he04_2","gain",4,53,2,0.04,0.24,0.94,0.75,1.78,2,1383,761,0,1,0,1,"B"
"68039801","Basel","he04_2inv","loss",5,65,4,0.06,-1.24,2.26,-0.67,2.29,6,1469,742,0,1,1,1,"B"
"68039801","Basel","he04_6","gain",6,60,2,0.03,0,0,0.78,1.81,0,1422,662,0,1,0,1,"B"
"68039801","Basel","he04_5","gain",7,76,3,0.04,4.8,132.77,3,0,9,2583,491,0,0,0,0,"B"
"68039801","Basel","he04_3","loss",8,57,2,0.04,-3,0,-7.53,189.83,8,1331,904,1,1,0,0,"A"
"68039901","Basel","he04_5","gain",1,48,1,0.02,5.33,145.69,3,0,7,1276,1763,1,1,1,1,"A"
"68039901","Basel","he04_3","loss",2,34,2,0.06,-3,0,-2.29,73.14,1,1101,2129,0,1,1,1,"B"
"68039901","Basel","he04_2","gain",3,68,1,0.01,0.53,1.87,0.6,1.54,7,1074,610,1,0,1,1,"A"
"68039901","Basel","he04_6inv","loss",4,45,1,0.02,-0.17,0.5,0,0,0,1058,641,1,0,0,1,"A"
"68039901","Basel","he04_4","loss",5,12,1,0.09,-3,0,-4,0,0,1058,519,1,1,0,NA,"A"
"68039901","Basel","he04_2inv","loss",6,9,1,0.12,-0.75,2.25,-1.6,4.8,2,1115,512,1,1,0,0,"A"
"68039901","Basel","he04_1","gain",7,6,1,0.2,4,0,3,0,0,1098,561,1,1,1,NA,"A"
"68039901","Basel","he04_6","gain",8,55,1,0.02,1.25,39.35,0.75,2.25,2,1088,468,0,0,0,0,"B"
"68040001","Basel","he04_5","gain",1,17,11,0.69,3.2,102.4,3,0,1,1347,889,0,0,0,0,"B"
"68040001","Basel","he04_2inv","loss",2,19,8,0.44,-0.38,1.12,-1.09,3.49,3,1262,609,1,1,0,0,"A"
"68040001","Basel","he04_3","loss",3,13,7,0.58,-3,0,0,0,0,1255,574,0,1,1,NA,"B"
"68040001","Basel","he04_2","gain",4,12,5,0.45,1.14,3.81,1.2,2.7,2,1214,472,0,1,0,0,"B"
"68040001","Basel","he04_4","loss",5,7,3,0.5,-3,0,-3.2,3.2,1,1659,790,1,1,0,0,"A"
"68040001","Basel","he04_6inv","loss",6,16,7,0.47,-1.2,2.4,0,0,0,2583,463,0,1,1,0,"B"
"68040001","Basel","he04_1","gain",7,12,6,0.55,2.22,4.44,3,0,4,1494,456,0,1,0,0,"B"
"68040001","Basel","he04_6","gain",8,11,7,0.7,6.4,204.8,1.5,2.7,1,1345,584,1,1,1,1,"A"
"68040301","Basel","he04_2","gain",1,20,17,0.89,1.6,4.27,0.9,2.1,4,1395,1478,1,1,1,1,"A"
"68040301","Basel","he04_3","loss",2,16,14,0.93,-3,0,0,0,0,1264,813,0,1,1,NA,"B"
"68040301","Basel","he04_1","gain",3,18,17,1,3.11,3.11,3,0,2,1262,520,1,1,1,1,"A"
"68040301","Basel","he04_5","gain",4,16,12,0.8,8,219.43,3,0,2,1321,474,0,0,0,0,"B"
"68040301","Basel","he04_6","gain",5,17,15,0.94,0,0,0,0,0,1176,404,1,NA,1,NA,"A"
"68040301","Basel","he04_2inv","loss",6,28,19,0.7,-1.15,2.31,-0.8,2.74,3,1200,471,0,1,1,1,"B"
"68040301","Basel","he04_6inv","loss",7,29,23,0.82,-1,2.14,-4.57,135.03,2,1452,434,1,1,0,0,"A"
"68040301","Basel","he04_4","loss",8,19,18,1,-3,0,-3.56,1.78,1,1255,502,1,1,0,0,"A"
"68040501","Basel","he04_4","loss",1,32,2,0.06,-3,0,-2.33,4.24,5,1637,2447,0,1,1,1,"B"
"68040501","Basel","he04_1","gain",2,20,1,0.05,3.6,1.6,3,0,1,1534,1511,1,1,1,1,"A"
"68040501","Basel","he04_6","gain",3,33,2,0.06,1.52,48.76,0.75,1.84,1,1458,1880,0,0,0,0,"B"
"68040501","Basel","he04_2inv","loss",4,46,2,0.04,-0.69,1.66,-1,3.16,5,1552,563,1,1,0,0,"A"
"68040501","Basel","he04_3","loss",5,50,1,0.02,-3,0,0,0,0,1190,2931,0,1,1,NA,"B"
"68040501","Basel","he04_5","gain",6,53,1,0.02,1.07,34.13,3,0,1,1278,811,0,1,0,0,"B"
"68040501","Basel","he04_6inv","loss",7,24,23,1,-1,2.18,0,0,0,1178,502,0,1,1,0,"B"
"68040501","Basel","he04_2","gain",8,42,41,1,0.38,1.45,0.86,1.93,2,1158,820,0,1,0,1,"B"
"68040601","Basel","he04_6inv","loss",1,24,2,0.09,-0.75,1.84,-2.67,85.33,1,1372,782,1,1,0,0,"A"
"68040601","Basel","he04_2","gain",2,21,1,0.05,0.67,2.42,0,0,2,1140,675,1,1,1,1,"A"
"68040601","Basel","he04_5","gain",3,14,1,0.08,6.4,204.8,3,0,1,1052,500,1,1,1,1,"A"
"68040601","Basel","he04_4","loss",4,36,2,0.06,-3,0,-3.69,1.23,1,1130,318,1,1,0,0,"A"
"68040601","Basel","he04_2inv","loss",5,25,5,0.21,-1,2.18,-0.92,3.08,3,1192,503,1,0,0,0,"A"
"68040601","Basel","he04_1","gain",6,22,1,0.05,3.43,2.29,3,0,1,1065,856,0,0,0,0,"B"
"68040601","Basel","he04_6","gain",7,18,1,0.06,0,0,0.82,1.96,0,1022,586,1,0,1,0,"A"
"68040601","Basel","he04_3","loss",8,15,1,0.07,-3,0,0,0,0,973,477,0,1,1,NA,"B"
"68040701","Basel","he04_2inv","loss",1,22,2,0.1,-0.82,1.96,-1.09,3.49,3,1254,976,0,0,1,1,"B"
"68040701","Basel","he04_5","gain",2,17,1,0.06,6.4,204.8,3,0,1,1206,1127,0,0,0,0,"B"
"68040701","Basel","he04_4","loss",3,20,1,0.05,-3,0,-3.11,3.11,2,1141,770,0,0,1,1,"B"
"68040701","Basel","he04_2","gain",4,17,1,0.06,0.36,1.45,0.5,1.5,1,1127,1107,0,1,0,1,"B"
"68040701","Basel","he04_6","gain",5,25,1,0.04,0,0,1.2,2.7,0,1061,592,0,1,0,1,"B"
"68040701","Basel","he04_6inv","loss",6,15,1,0.07,-1.5,3,0,0,0,1173,4063,0,1,1,0,"B"
"68040701","Basel","he04_3","loss",7,13,1,0.08,-3,0,-6.4,204.8,1,1163,7056,0,0,1,1,"B"
"68040701","Basel","he04_1","gain",8,13,1,0.08,3.43,2.29,3,0,1,1075,2068,0,0,0,0,"B"
"68040801","Basel","he04_2inv","loss",1,9,7,0.88,-0.75,2.25,0,0,0,1280,2370,0,1,1,0,"B"
"68040801","Basel","he04_4","loss",2,15,13,0.93,-3,0,-2.29,4.57,3,1286,1032,1,0,0,0,"A"
"68040801","Basel","he04_6","gain",3,8,6,0.86,0,0,0,0,0,1257,542,0,NA,0,NA,"B"
"68040801","Basel","he04_3","loss",4,12,10,0.91,-3,0,-6.4,204.8,1,1165,487,1,1,0,0,"A"
"68040801","Basel","he04_2","gain",5,17,16,1,1,3.43,0.67,1.75,2,1152,804,1,1,1,1,"A"
"68040801","Basel","he04_5","gain",6,16,15,1,0,0,3,0,0,1245,537,0,1,0,NA,"B"
"68040801","Basel","he04_6inv","loss",7,18,17,1,-1.33,2.5,-3.56,113.78,1,1201,427,1,1,0,0,"A"
"68040801","Basel","he04_1","gain",8,8,7,1,4,0,3,0,0,1180,745,1,1,1,NA,"A"
"68040901","Basel","he04_3","loss",1,15,8,0.57,-3,0,0,0,0,1506,1577,0,1,1,NA,"B"
"68040901","Basel","he04_6","gain",2,25,22,0.92,0,0,0.23,0.69,0,1164,1095,0,1,0,1,"B"
"68040901","Basel","he04_6inv","loss",3,22,9,0.43,-0.55,1.47,-2.91,93.09,1,1164,2558,1,1,0,0,"A"
"68040901","Basel","he04_5","gain",4,13,12,1,0,0,3,0,0,1095,1324,0,1,0,NA,"B"
"68040901","Basel","he04_1","gain",5,17,16,1,3.11,3.11,3,0,2,1117,1009,1,1,1,1,"A"
"68040901","Basel","he04_4","loss",6,21,19,0.95,-3,0,-2.91,3.49,3,1188,648,1,0,0,0,"A"
"68040901","Basel","he04_2","gain",7,12,11,1,1.33,4.27,0,0,2,1205,771,1,1,1,1,"A"
"68040901","Basel","he04_2inv","loss",8,14,12,0.92,-1,2.4,-0.5,2,1,1098,1022,0,1,1,0,"B"
"68041001","Basel","he04_2","gain",1,22,5,0.24,1.14,3.52,1.12,2.41,4,1286,2315,1,1,1,1,"A"
"68041001","Basel","he04_6inv","loss",2,20,2,0.11,-1.36,2.45,-3.56,113.78,1,1170,1012,1,1,0,0,"A"
"68041001","Basel","he04_6","gain",3,16,1,0.07,3.56,113.78,0.86,2.14,1,1131,980,1,1,1,1,"A"
"68041001","Basel","he04_3","loss",4,16,1,0.07,-3,0,-5.33,170.67,1,976,697,1,1,0,0,"A"
"68041001","Basel","he04_4","loss",5,23,2,0.09,-3,0,-3.11,3.11,2,1038,540,0,0,1,1,"B"
"68041001","Basel","he04_1","gain",6,14,1,0.08,2,5.33,3,0,2,1009,668,0,1,0,0,"B"
"68041001","Basel","he04_2inv","loss",7,9,2,0.25,-0.43,1.29,-2,8,1,1164,624,1,1,0,0,"A"
"68041001","Basel","he04_5","gain",8,18,2,0.12,6.4,182.04,3,0,2,1260,498,1,1,1,1,"A"
"68041301","Basel","he04_4","loss",1,57,1,0.02,-3,0,-3.54,1.7,3,1100,2147,0,0,1,1,"B"
"68041301","Basel","he04_6","gain",2,39,1,0.03,0,0,0.9,1.99,0,1111,945,0,1,0,1,"B"
"68041301","Basel","he04_6inv","loss",3,61,2,0.03,-0.5,1.3,0,0,0,1017,1131,0,1,1,0,"B"
"68041301","Basel","he04_1","gain",4,64,2,0.03,2.7,3.6,3,0,12,1170,1631,1,0,1,1,"A"
